infer1,infer2,infer3,infer4,infer5,infer6,infer7,infer8,infer9,infer10,infer11,infer12,infer13,infer14,infer15,infer16,infer17,infer18,infer19,infer20,infer21,infer22,infer23,infer24,scan1,scan2,scan3,scan4,scan5,scan6,scan7,scan8,scan9,scan10,scan11,scan12,scan13,scan14,scan15,scan16,scan17,scan18,scan19,scan20,scan21,scan22,scan23,scan24,age,strategy,knowledge,precision,recall,fairness,prolific_id,condition,id,experiment
1,7,10,1,12,7,0,6,14,16,8,12,18,14,1,13,8,5,13,1,1,6,5,15,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22,I was just taking into consideration the results of the previous group.,2.0,4.0,5.0,3.0,60e8055cdc71683f70143442,8_counter,exp3_16to8_6,3
2,3,7,0,9,6,0,5,12,13,0,8,17,11,2,10,6,3,4,1,1,1,4,14,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,33,based on the amount that was chosen to scan and previous trends,5.0,3.0,5.0,3.0,60e7622b281398c628b3ea45,8_counter,exp3_16to8_9,3
19,4,11,18,10,8,10,8,15,15,1,7,14,12,4,12,18,4,5,10,2,1,4,11,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21,I looked at how many Alex had scanned as this could be an indicator of what the expected number of gem thieves there were,5.0,6.0,6.0,3.0,60ec947c59e3dbd041e10e11,8_counter,exp3_16to8_11,3
15,15,14,10,15,13,15,8,15,14,1,12,15,13,5,10,6,9,6,13,4,3,10,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,22,I think its about 2/5,4.0,6.0,4.0,5.0,6021b0d5d7628f209d19a8ca,8_counter,exp3_16to8_13,3
20,3,7,19,15,13,0,12,12,18,2,15,19,17,2,16,6,9,4,18,4,1,10,15,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,25,Based on what Alex knew. I'm not sure I got the instructions. ,3.0,4.0,4.0,4.0,5e6800b21e7c82000b6d26f4,8_counter,exp3_16to8_20,3
2,16,10,0,12,9,0,8,14,14,6,11,18,13,7,13,6,7,17,1,4,10,8,16,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,25,using probabilities,7.0,6.0,6.0,5.0,5c6d60a581e1d50001627386,8_counter,exp3_16to8_22,3
2,17,10,0,13,9,0,7,13,14,13,13,18,12,7,12,6,6,16,2,4,1,8,15,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19,If more than 50% of them had a high theft rate then they would be worth scanning.,2.0,3.0,1.0,5.0,60ec73775f9bb7d902049149,8_counter,exp3_16to8_23,3
10,10,8,6,5,3,10,3,3,6,1,9,0,17,4,5,10,6,2,12,2,5,2,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21,less people caught on the first round= more people caught on the next round,5.0,5.0,6.0,5.0,60db18e6e89d198810035034,8_counter,exp3_16to8_25,3
2,13,12,7,11,10,0,8,14,8,5,9,12,12,5,13,9,9,15,7,6,7,9,15,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,32,percentage of scanned thieves,5.0,5.0,4.0,6.0,5c5c79d7466aeb0001633a89,8_counter,exp3_16to8_26,3
1,9,9,1,14,8,1,8,15,15,4,11,15,12,6,12,3,7,6,2,5,3,8,12,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21,"Since Alex knew the theft rates whenever he scanned a lot of people he would expect a lot of thieves. Based on that and the number of thieves he got each time, I tried to calculate and guess",5.0,5.0,5.0,3.0,60eb1d7410969c4960b508a0,8_counter,exp3_16to8_28,3
17,3,12,9,12,6,10,8,14,18,1,10,19,13,5,8,13,6,4,6,3,2,10,16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,27,averaging between thieves and alex scans,7.0,6.0,6.0,7.0,60eb537a92c7c48dd9e4c831,8_counter,exp3_16to8_29,3
2,3,10,0,8,10,0,12,12,11,0,14,17,10,1,9,6,5,20,1,5,1,5,12,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,23,Based on the numbers alex checked,4.0,5.0,6.0,4.0,609a90d8396dfdcb11a215c5,8_counter,exp3_16to8_30,3
20,3,14,19,15,13,20,12,17,18,2,15,17,17,7,16,20,9,4,18,5,1,10,18,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,25,Follow what Alex did to group from that particular planet. Since he knows the base rate of stealing from each planet.,5.0,6.0,6.0,5.0,60e949ecb7f6b9cf04e058e9,8_counter,exp3_16to8_31,3
4,3,7,0,9,6,0,5,12,9,0,8,17,10,2,9,6,3,4,1,1,6,4,14,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22,"It was confusing at the beginning, but I guess if the number was low on the first group, it might me high on the second one.",6.0,6.0,5.0,6.0,5e9c5de41672d018182aeb30,8_counter,exp3_16to8_32,3
3,1,4,0,10,4,2,4,7,13,1,5,20,10,2,9,1,4,2,0,2,3,4,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24,I found the theft rate percentage from the info that was given,6.0,6.0,6.0,6.0,5c58c2ce2a84410001d3f522,8_counter,exp3_16to8_33,3
2,5,6,1,10,8,0,3,10,10,4,9,17,7,2,8,2,5,10,2,3,0,6,10,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,20,Based on existing thieves ,6.0,5.0,6.0,6.0,60b003ab98fa325744ae5bfc,8_counter,exp3_16to8_35,3
2,19,10,1,12,10,1,9,13,14,1,10,17,12,6,13,6,7,19,2,4,19,8,15,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,21,based on the previous data provided for that same planet,6.0,2.0,3.0,3.0,5ca231bf6a488a00011ae9cb,8_counter,exp3_16to8_36,3
4,12,10,0,12,10,0,7,14,14,8,10,18,12,6,12,6,6,12,2,5,10,8,14,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,36,guessed based on proportion of scanned visitors,5.0,5.0,3.0,5.0,5efbbdba8587d815dd749e55,8_counter,exp3_16to8_37,3
1,20,8,2,15,7,1,3,20,20,6,10,20,13,4,20,4,4,20,0,2,20,2,20,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,32,Ratio probabilities,4.0,3.0,2.0,3.0,60e9d8bd9ee16817759a8f8c,8_counter,exp3_16to8_40,3
5,3,7,0,11,9,0,6,13,13,0,16,18,13,5,13,6,7,7,1,3,8,7,16,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,22,40,5.0,7.0,5.0,4.0,60e568d9f1dadc0430936bd9,8_counter,exp3_16to8_41,3
1,4,10,0,14,7,0,5,16,16,1,9,17,13,4,10,7,4,5,2,0,2,5,18,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24,33.33,7.0,5.0,6.0,5.0,60ec27dcf4809d6b06ae6ed7,8_counter,exp3_16to8_42,3
3,14,9,1,12,8,2,8,14,15,7,10,16,13,5,11,5,5,15,2,5,5,11,15,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,19,performing math to guess the average of thieves in a given group and similarly evaluating it for the new group of 20. in case there were multiple cases of theft consecutively the average of being a thieve will increase for the new group of 20,5.0,3.0,5.0,5.0,60e655bea06d1e72328fe967,8_counter,exp3_16to8_43,3
5,5,10,10,13,10,5,10,10,15,5,15,17,15,5,15,10,5,5,10,4,5,10,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,26,"Well the only basis I have to work off of is Alex's information. So if they scanned a lot of people then it's most likely that the place has a high theft rate. The same with the opposite, if they only scanned a small amount. There isn't anything else to work with.",4.0,4.0,4.0,4.0,5e7a702b02e2c9055faae2ec,8_counter,exp3_16to8_44,3
0,17,5,0,3,5,0,4,2,1,2,2,2,1,2,2,0,1,2,1,2,8,3,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,26,Because of the number of visitors that Alex guessed were thieves,5.0,5.0,5.0,5.0,5ea6b76db2b9b602423a74ba,8_counter,exp3_16to8_45,3
18,4,13,18,16,13,14,13,16,19,7,14,19,17,4,16,17,10,8,17,3,3,10,17,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,26,"If alex scanned most of the visitors, it means the theft rate is high and so, the more likely a visitor would steal a gem.",6.0,6.0,5.0,4.0,5bf85ab2f2210900011995fc,8_counter,exp3_16to8_46,3
5,2,10,0,8,3,8,4,8,9,2,7,18,8,3,8,4,2,7,2,0,1,3,10,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25,i tried to see the Alex's picking rate and i tried to guess myself,4.0,2.0,6.0,2.0,6078c0892cb5250ed9dd40fa,8_counter,exp3_16to8_47,3
2,7,8,1,10,8,3,7,10,13,6,10,17,13,6,10,3,5,7,2,5,9,6,16,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,18,By comparing to the number of visitors who stole in the sample,3.0,3.0,4.0,3.0,602fd3b5c9242fd4c1e30998,8_counter,exp3_16to8_48,3
19,1,11,18,13,10,19,7,15,15,1,13,14,15,5,14,18,8,2,15,2,0,6,15,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20,"First of all i looked to the number of the scanned people. If the number was high, means that planet has bad ratting. Then i looked to the number of thieves and tried to guess the number of new thieves.   ",6.0,5.0,3.0,5.0,6089480f5cd94b740e61b57f,8_counter,exp3_16to8_49,3
2,5,9,1,10,8,2,8,13,14,2,10,18,12,5,11,6,5,5,2,4,10,7,15,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,57,I worked on the percentages of thieves amongst the scanned.,3.0,5.0,5.0,3.0,5fb2f630d12d609e2fd7eadc,8_counter,exp3_16to8_50,3
4,5,7,0,10,10,4,5,15,15,8,7,17,15,5,10,6,5,4,2,1,10,9,14,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,24,"I was trying to guess, based on how many people were left to scan, how many could be a thieft.",6.0,5.0,6.0,4.0,60e44512bc22955205e841cb,8_counter,exp3_16to8_51,3
2,10,8,0,8,7,1,5,12,12,1,9,18,11,2,10,5,4,10,2,2,8,5,12,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,26,"To make my decisions, this depends of the sample of each scenario. If in one scneario we have a high percentage of visitors that might have stolen a gem, then I want to scan them. Otherwise, if the rate was low, then no need.",6.0,6.0,6.0,6.0,5c5c4c803b47870001fb235f,8_counter,exp3_16to8_52,3
4,8,13,1,12,9,4,8,16,16,5,10,20,15,7,11,6,6,9,3,4,5,7,17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21,for each group scanned I checked what percentage stole the gem and used that percentage to calculate for the whole group,6.0,7.0,6.0,5.0,60e768a82099d9be9a8e831e,8_counter,exp3_16to8_53,3
5,5,7,10,9,7,10,10,13,13,2,10,18,10,4,11,8,3,4,10,2,3,10,16,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,18,By the number of visitors that have stolen a gem and by the number of scans made.,5.0,2.0,6.0,3.0,609fcdfe86b3079c783dccba,8_counter,exp3_16to8_54,3
5,5,10,15,14,10,2,10,17,16,3,11,20,14,5,14,10,6,5,16,4,2,10,16,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,27,My decisions were based on Alex's experience. I was mostly trying to find a relation between his results and his knowledge in order to decide what to do next. However there were a couple cases that left me real confused and in doubt.,5.0,5.0,5.0,5.0,60e624101d5b46151a604eac,8_counter,exp3_16to8_55,3
18,3,9,19,14,13,20,12,18,10,3,8,19,14,7,11,20,9,5,18,5,2,10,18,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25,By the numbers of scans and non scans made by Alex,6.0,5.0,6.0,6.0,5d38458be8f012001584ff5d,8_counter,exp3_16to8_56,3
20,1,15,19,15,14,20,5,20,20,2,15,20,15,0,20,14,9,6,18,1,0,10,14,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,27,"In seeing how many Alexa scanned, that gave me an idea of how much theft is found in each planet and while sometimes she scanned more and a few had stolen, randomness could result in more of them stealing the gems in a different time frame. I am working with the knowledge that a particular planet has a high theft level, I need to constantly remember that in my decision to let them go or search them.",7.0,6.0,5.0,6.0,60eb7172777fbd0667b16779,8_counter,exp3_16to8_57,3
2,3,7,0,9,6,0,5,12,13,0,8,17,11,2,10,6,3,4,1,1,1,4,14,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24,By the way each visitors were following each other,7.0,7.0,7.0,7.0,60ce3ac4d251ea55f805b485,8_counter,exp3_16to8_58,3
2,13,5,2,5,6,10,7,12,4,18,5,10,7,11,5,5,10,7,2,17,3,4,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,34,the guess was based on the high level of intelligence of security officer.,4.0,5.0,6.0,6.0,60e96417f0316966dd3bcf4d,8_counter,exp3_16to8_59,3
1,5,6,2,3,3,1,5,9,10,5,7,19,9,3,3,8,2,10,4,8,7,8,10,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19,I tried comparing with Alex's results,3.0,4.0,3.0,5.0,60ae98f6351020d6329a34fb,8_counter,exp3_16to8_60,3
3,8,6,1,13,2,0,3,15,16,2,10,16,15,5,16,9,3,15,0,3,18,2,16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,24,By looking at the number of theives from that planet ,6.0,4.0,5.0,6.0,60cf579d13da1a0ce97e6250,8_counter,exp3_16to8_61,3
3,7,7,5,3,3,0,5,16,10,9,6,17,12,3,11,5,4,15,7,4,14,9,14,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,19,The amount of people searched and the amount of thieves,7.0,4.0,3.0,3.0,60e1b9fe092cd119954ee636,8_counter,exp3_16to8_62,3
11,3,7,5,9,8,10,5,13,2,7,10,17,5,2,10,10,3,4,10,1,1,10,15,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19,From the number of people who were scanned by alex,6.0,6.0,5.0,6.0,6070688fecc4d54caa03ad53,12_counter,exp3_12to12_0,3
2,10,10,0,15,8,0,7,12,4,15,10,18,1,3,3,6,7,7,1,4,4,10,17,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28,"Based on how many Alex had scanned I decided if that planet would be ""high risk"" - for example, if Alex scanned 2 out of 20, the planet would probably have a low theft rate because he knows the planets theft rates. In addition to this, the number of thefts when a high number was scanned - for example, if 15 were scanned and 3 stole I would estimate that one in every 5 stole, so for 20 visitors 4 would steal. So even if it is common that visitors from this planet would steal, its likely a smaller number would steal than for example, a planet with 15 visitors scanned and there being 10 thefts, although visitors from both planets are likely to steal the latter are more likely to have a higher volume of thefts.",3.0,3.0,3.0,6.0,60ec7fd3b0fa07a7fbdb25d6,12_counter,exp3_12to12_1,3
2,8,3,0,9,8,14,7,13,18,7,5,10,12,7,5,15,7,8,2,5,6,10,9,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,24,Purely guessing,6.0,5.0,6.0,6.0,60ec3b0bae965d65fb5d993a,12_counter,exp3_12to12_4,3
13,3,10,13,10,9,14,12,12,2,7,10,13,14,5,13,14,7,3,12,4,1,7,14,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,31,"Assuming what you say about Alex is true, then I'm making a guess that Alex will scan 100% of people when they have a ~70% chance to steal, and adjusting accordingly. That's quite an arbitrary number though, and as time had passed I had began to think that number is skewing high (or our samples were exceedingly rare). My current guess would be that around 30% steal.",3.0,3.0,4.0,4.0,5e1e4b440020331b4b10701a,12_counter,exp3_12to12_5,3
10,4,6,4,11,9,4,5,14,1,5,7,18,1,4,7,6,4,6,5,1,0,5,17,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,19,"I guessed that due to Alex's number of scanned visitors, that was the usual proportion of visitors that would have stolen the gems.",6.0,6.0,6.0,6.0,60e8dbea5db49b1f7f667eca,12_counter,exp3_12to12_8,3
3,8,5,1,13,7,0,4,10,4,6,7,18,1,3,6,7,3,8,3,4,3,7,12,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,20,depends on how many of them stole in the group and also how many passed,6.0,4.0,5.0,4.0,60dcc92929e54fe9fef894f3,12_counter,exp3_12to12_10,3
2,3,11,18,10,6,1,5,15,3,7,8,17,1,6,2,6,3,5,16,3,1,5,15,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19,"From deducing the amount previously caught + 1, or if he attempted to scan all of the last group, add a higher amount to the total thieves.",5.0,1.0,7.0,2.0,60eca127d0da1eaf500456fe,12_counter,exp3_12to12_11,3
2,8,9,1,11,8,0,7,14,7,7,8,17,1,4,4,6,5,9,2,5,1,8,14,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,19,"The risk of Alex, based on rates alone, having let more people who had stolen a gem through since he had met his target.",3.0,3.0,4.0,5.0,60e5ba07051ee652caf5fb57,12_counter,exp3_12to12_13,3
17,4,10,7,8,9,19,9,11,3,5,9,13,16,5,14,15,8,3,10,3,3,8,16,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,37,followed Alex's scans,3.0,3.0,2.0,3.0,5c3fa08380b8c00001ca44fa,12_counter,exp3_12to12_15,3
4,18,10,1,12,9,2,9,14,9,19,11,18,1,6,4,6,7,11,2,4,13,8,16,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,19,"I used ratios for some, for others (for example, where only 2 out of 20 were scanned and both were thieves), I took a guess.",3.0,4.0,3.0,4.0,60ec0c8e7c73829c0deffb0c,12_counter,exp3_12to12_16,3
2,20,9,0,12,9,0,8,13,20,20,10,17,1,5,3,6,6,20,1,4,20,8,15,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,24,(Sampled stolen/Sample Size)*20,1.0,1.0,1.0,3.0,6051d842fc3e6db5b2ec6155,12_counter,exp3_12to12_17,3
2,3,10,4,12,6,5,5,15,10,7,8,17,2,6,4,6,3,20,2,4,1,8,14,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,20,how many out of the scanned percentage had stolen and applied to the whole group,2.0,2.0,2.0,2.0,60ec5e99b9dcf656de287675,12_counter,exp3_12to12_19,3
2,8,10,1,12,11,0,11,14,6,9,10,18,1,6,3,6,8,8,10,4,7,8,16,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29,"At first it was based on the suggested stereotype by planet, that if the planet is notorious then the people would be scanned automatically,  towards the end planets with low theft rates did not make sense to scanned as their people were  not stealing.",2.0,2.0,2.0,2.0,60d3865dcb9ac39f77e93e84,12_counter,exp3_12to12_20,3
1,2,10,0,10,10,12,10,15,2,5,10,20,15,2,7,10,4,3,1,5,1,5,16,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,29,Following the examples I just guessed a little more of the normal. ,7.0,7.0,6.0,3.0,5e506fd5b8c9ad0c7435c7f7,12_counter,exp3_12to12_21,3
2,3,7,0,9,6,0,5,12,2,7,8,17,1,2,3,6,3,4,1,1,1,4,14,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,22,They were holding gems,7.0,5.0,7.0,6.0,60ec4beb693a2fd0c1fb5aaf,12_counter,exp3_12to12_22,3
3,14,10,0,15,12,0,8,16,14,15,12,19,2,12,7,11,6,15,0,4,14,9,16,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,31,I looked at how many were scanned compared to how many were caught,3.0,6.0,4.0,4.0,5e570450888eb70c9ebe5a54,12_counter,exp3_12to12_24,3
2,5,10,1,10,7,0,6,13,5,9,9,17,1,5,3,6,5,8,2,3,2,6,15,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,37,I trusted what Alex was doing but he is human and in percentages possibly some he missed and they had stolen. If the result was lower than the average I would not scan and if the average number of thieves was high I would do it.,6.0,6.0,5.0,6.0,60ec1336008d52a998c6c45c,12_counter,exp3_12to12_25,3
2,3,7,0,12,6,0,8,12,2,7,6,17,1,2,4,6,3,4,1,1,1,8,16,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,19,sometimes I will look at how many people passed and count the probability of them being a theif,4.0,5.0,4.0,2.0,60e8770296e30f68dd440c88,12_counter,exp3_12to12_26,3
